Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,GPA_Change,GPA_Change_Category,Total_Study_Hours,AI_Study_Ratio,AI_Study_Ratio_Percent,AI_Hours_Group,AI_Usage_Intensity,Traditional_Study_Group,Study_Profile
129522,Business,Junior,2.251,13.12,Copywriting/Drafting,Beginner,2,True,14.4,5,Allowed_With_Citation,8,2.563,58.74,High,0.3120000000000003,Improved,27.52,0.4767441860465116,47.67441860465116,10-15h,Moderate,10-15h,Balanced
129523,Arts,Freshman,3.693,6.44,Debugging/Troubleshooting,Beginner,1,False,9.21,1,Allowed_With_Citation,7,3.778,94.72,Medium,0.08499999999999996,Improved,15.650000000000002,0.41150159744408943,41.150159744408946,5-10h,Moderate,5-10h,Balanced
129524,Business,Junior,3.704,11.92,Copywriting/Drafting,Beginner,2,False,4.43,4,Strict_Ban,6,3.914,67.84,Medium,0.20999999999999996,Improved,16.35,0.7290519877675841,72.90519877675841,10-15h,Moderate,0-5h,AI-Heavy
129525,STEM,Junior,2.896,3.55,Summarizing_Reading,Advanced,3,True,18.24,2,Actively_Encouraged,2,3.144,59.4,High,0.24800000000000022,Improved,21.79,0.16291877007801744,16.291877007801745,2-5h,Low,15-20h,Mostly Traditional
129526,Humanities,Sophomore,3.273,23.79,Debugging/Troubleshooting,Beginner,1,True,8.61,7,Allowed_With_Citation,7,3.529,58.67,High,0.2559999999999998,Improved,32.4,0.7342592592592593,73.42592592592592,15h+,Very High,5-10h,AI-Heavy
129527,Medical,Senior,2.156,10.62,Summarizing_Reading,Advanced,4,True,7.05,5,Allowed_With_Citation,5,2.339,55.0,High,0.18299999999999983,Improved,17.669999999999998,0.601018675721562,60.101867572156195,10-15h,Moderate,5-10h,AI-Heavy
129528,Business,Junior,3.263,2.68,Ideation,Intermediate,3,False,7.7,3,Allowed_With_Citation,4,3.284,88.69,Medium,0.020999999999999908,Stable,10.38,0.2581888246628131,25.818882466281313,2-5h,Low,5-10h,Balanced
129529,Medical,Senior,2.079,2.02,Copywriting/Drafting,Intermediate,3,False,13.75,1,Allowed_With_Citation,4,2.257,91.08,Medium,0.17799999999999994,Improved,15.77,0.12809131261889664,12.809131261889664,2-5h,Low,10-15h,Mostly Traditional
129530,Arts,Graduate,3.722,8.8,Copywriting/Drafting,Intermediate,2,False,4.08,4,Actively_Encouraged,5,3.805,78.89,Low,0.08300000000000018,Improved,12.88,0.6832298136645963,68.32298136645963,5-10h,Moderate,0-5h,AI-Heavy
129531,Business,Graduate,3.058,5.97,Ideation,Intermediate,2,True,8.96,4,Allowed_With_Citation,2,3.419,91.67,Medium,0.3610000000000002,Improved,14.93,0.39986604152712657,39.98660415271266,5-10h,Moderate,5-10h,Balanced
129532,Humanities,Freshman,2.839,3.31,Copywriting/Drafting,Advanced,3,True,12.42,2,Strict_Ban,3,3.403,82.29,Medium,0.5640000000000001,Improved,15.73,0.21042593769866497,21.042593769866496,2-5h,Low,10-15h,Mostly Traditional
129533,Humanities,Sophomore,3.505,18.59,Summarizing_Reading,Intermediate,3,False,8.49,6,Allowed_With_Citation,6,3.686,90.1,High,0.18100000000000005,Improved,27.08,0.6864844903988183,68.64844903988183,15h+,Very High,5-10h,AI-Heavy
129534,Business,Junior,3.711,6.22,Summarizing_Reading,Beginner,1,False,5.86,4,Allowed_With_Citation,1,3.739,58.7,Low,0.028000000000000025,Stable,12.08,0.5149006622516556,51.49006622516556,5-10h,Moderate,5-10h,AI-Heavy
129535,Humanities,Sophomore,2.898,2.77,Copywriting/Drafting,Advanced,3,False,11.78,2,Allowed_With_Citation,1,2.982,73.62,Low,0.08400000000000007,Improved,14.549999999999999,0.19037800687285225,19.037800687285227,2-5h,Low,10-15h,Mostly Traditional
129536,Arts,Graduate,3.608,12.64,Ideation,Intermediate,3,True,1.84,3,Actively_Encouraged,1,3.937,78.36,Medium,0.32899999999999974,Improved,14.48,0.8729281767955801,87.29281767955801,10-15h,Moderate,0-5h,AI-Heavy
129537,Arts,Freshman,3.517,10.58,Debugging/Troubleshooting,Beginner,1,True,11.27,1,Actively_Encouraged,4,3.717,72.93,High,0.20000000000000018,Improved,21.85,0.4842105263157894,48.421052631578945,10-15h,Moderate,10-15h,Balanced
129538,Humanities,Junior,3.75,10.87,Copywriting/Drafting,Advanced,4,False,5.42,5,Actively_Encouraged,6,4.0,84.4,High,0.25,Improved,16.29,0.667280540208717,66.7280540208717,10-15h,Moderate,5-10h,AI-Heavy
129539,Business,Freshman,3.546,7.8,Ideation,Beginner,2,False,17.69,1,Strict_Ban,7,3.842,75.76,Low,0.29600000000000026,Improved,25.490000000000002,0.30600235386426045,30.600235386426043,5-10h,Moderate,15-20h,Balanced
129540,Humanities,Senior,3.765,11.06,Ideation,Advanced,4,True,3.6,2,Actively_Encouraged,2,4.0,83.0,Low,0.23499999999999988,Improved,14.66,0.7544338335607095,75.44338335607095,10-15h,Moderate,0-5h,AI-Heavy
129541,Humanities,Senior,2.678,0.54,Debugging/Troubleshooting,Intermediate,3,False,16.09,1,Allowed_With_Citation,3,3.067,63.6,Medium,0.38900000000000023,Improved,16.63,0.032471437161755864,3.2471437161755863,0-2h,Very Low,15-20h,Mostly Traditional
129542,Humanities,Graduate,2.972,10.3,Ideation,Intermediate,4,True,20.54,1,Actively_Encouraged,6,3.193,85.56,Medium,0.22100000000000009,Improved,30.84,0.33398184176394297,33.398184176394295,10-15h,Moderate,20h+,Balanced
129543,Medical,Sophomore,3.223,0.24,Ideation,Intermediate,3,False,6.58,2,Allowed_With_Citation,3,3.243,79.67,Medium,0.020000000000000018,Stable,6.82,0.03519061583577712,3.519061583577712,0-2h,Very Low,5-10h,Mostly Traditional
129544,Humanities,Senior,3.763,2.49,Debugging/Troubleshooting,Beginner,1,True,19.79,1,Strict_Ban,3,4.0,81.4,Low,0.2370000000000001,Improved,22.28,0.11175942549371634,11.175942549371634,2-5h,Low,15-20h,Mostly Traditional
129545,STEM,Junior,3.384,8.16,Debugging/Troubleshooting,Beginner,3,True,18.6,6,Actively_Encouraged,3,3.735,86.56,Medium,0.351,Improved,26.76,0.30493273542600896,30.493273542600896,5-10h,Moderate,15-20h,Balanced
129546,Humanities,Senior,3.662,1.52,Copywriting/Drafting,Beginner,2,True,17.99,2,Actively_Encouraged,6,3.99,74.4,Low,0.3280000000000003,Improved,19.509999999999998,0.07790876473603281,7.790876473603281,0-2h,Very Low,15-20h,Mostly Traditional
129547,STEM,Freshman,2.993,16.24,Debugging/Troubleshooting,Intermediate,4,True,17.85,4,Actively_Encouraged,6,3.234,86.88,Low,0.2410000000000001,Improved,34.09,0.4763860369609855,47.63860369609855,15h+,Very High,15-20h,Balanced
129548,Business,Junior,3.044,9.25,Copywriting/Drafting,Intermediate,3,False,5.2,5,Strict_Ban,4,3.136,77.78,High,0.09200000000000008,Improved,14.45,0.6401384083044983,64.01384083044984,5-10h,Moderate,5-10h,AI-Heavy
129549,STEM,Freshman,3.014,5.65,Ideation,Intermediate,1,True,12.95,2,Actively_Encouraged,6,3.208,82.41,Low,0.1940000000000004,Improved,18.6,0.30376344086021506,30.376344086021508,5-10h,Moderate,10-15h,Balanced
129550,Arts,Senior,2.717,17.79,Direct_Answer_Generation,Beginner,2,False,9.99,6,Strict_Ban,5,2.692,72.86,High,-0.02499999999999991,Stable,27.78,0.6403887688984881,64.03887688984881,15h+,Very High,5-10h,AI-Heavy
129551,STEM,Freshman,3.399,1.51,Debugging/Troubleshooting,Beginner,2,True,9.34,1,Actively_Encouraged,1,3.44,73.7,Low,0.040999999999999925,Stable,10.85,0.1391705069124424,13.91705069124424,0-2h,Very Low,5-10h,Mostly Traditional
129552,Business,Freshman,3.659,0.98,Ideation,Intermediate,3,False,10.14,3,Strict_Ban,5,3.735,64.68,Low,0.07600000000000007,Improved,11.120000000000001,0.08812949640287769,8.81294964028777,0-2h,Very Low,10-15h,Mostly Traditional
129553,STEM,Graduate,2.583,11.09,Copywriting/Drafting,Beginner,1,False,7.7,4,Allowed_With_Citation,1,2.751,100.0,Medium,0.1679999999999997,Improved,18.79,0.5902075572112826,59.02075572112826,10-15h,Moderate,5-10h,AI-Heavy
129554,Medical,Junior,3.493,0.47,Summarizing_Reading,Beginner,3,False,8.61,1,Strict_Ban,4,3.638,69.63,Medium,0.14500000000000002,Improved,9.08,0.051762114537444934,5.176211453744493,0-2h,Very Low,5-10h,Mostly Traditional
129555,Humanities,Graduate,2.663,2.83,Direct_Answer_Generation,Beginner,1,True,19.35,3,Allowed_With_Citation,6,2.934,51.69,Medium,0.27100000000000035,Improved,22.18,0.12759242560865644,12.759242560865644,2-5h,Low,15-20h,Mostly Traditional
129556,Arts,Junior,3.72,1.02,Copywriting/Drafting,Intermediate,2,True,14.13,3,Allowed_With_Citation,2,4.0,63.45,Medium,0.2799999999999998,Improved,15.15,0.06732673267326733,6.732673267326733,0-2h,Very Low,10-15h,Mostly Traditional
129557,Arts,Junior,3.347,0.98,Summarizing_Reading,Beginner,2,False,7.68,3,Actively_Encouraged,1,3.74,67.07,Medium,0.39300000000000024,Improved,8.66,0.11316397228637413,11.316397228637413,0-2h,Very Low,5-10h,Mostly Traditional
129558,Business,Senior,3.461,5.28,Direct_Answer_Generation,Advanced,4,False,12.37,1,Actively_Encouraged,2,3.708,87.11,Medium,0.24700000000000033,Improved,17.65,0.29915014164305953,29.91501416430595,5-10h,Moderate,10-15h,Balanced
129559,Arts,Sophomore,3.506,5.98,Debugging/Troubleshooting,Advanced,5,False,13.84,3,Actively_Encouraged,4,3.897,98.01,Medium,0.391,Improved,19.82,0.301715438950555,30.171543895055503,5-10h,Moderate,10-15h,Balanced
129560,STEM,Freshman,3.212,0.52,Copywriting/Drafting,Beginner,1,False,15.48,1,Allowed_With_Citation,2,3.323,81.42,Low,0.11099999999999977,Improved,16.0,0.0325,3.25,0-2h,Very Low,15-20h,Mostly Traditional
129561,Business,Senior,3.624,1.42,Ideation,Beginner,2,False,9.91,2,Strict_Ban,3,3.951,84.57,Medium,0.32699999999999996,Improved,11.33,0.12533097969991172,12.533097969991172,0-2h,Very Low,5-10h,Mostly Traditional
129562,STEM,Junior,3.644,3.81,Direct_Answer_Generation,Advanced,4,False,7.59,3,Actively_Encouraged,7,3.888,75.81,Low,0.24399999999999977,Improved,11.4,0.33421052631578946,33.421052631578945,2-5h,Low,5-10h,Balanced
129563,Arts,Senior,3.095,19.47,Ideation,Beginner,1,True,4.7,2,Strict_Ban,6,2.795,62.44,Medium,-0.30000000000000027,Declined,24.169999999999998,0.8055440628878775,80.55440628878775,15h+,Very High,0-5h,AI-Heavy
129564,Medical,Freshman,3.784,4.23,Direct_Answer_Generation,Intermediate,2,False,19.89,2,Allowed_With_Citation,5,4.0,97.17,Low,0.2160000000000002,Improved,24.12,0.17537313432835822,17.537313432835823,2-5h,Low,15-20h,Mostly Traditional
129565,Medical,Junior,3.344,4.51,Summarizing_Reading,Beginner,1,False,6.81,2,Actively_Encouraged,1,3.488,64.75,Low,0.14400000000000013,Improved,11.32,0.3984098939929328,39.84098939929328,2-5h,Low,5-10h,Balanced
129566,STEM,Freshman,3.718,11.43,Debugging/Troubleshooting,Intermediate,1,False,13.61,1,Strict_Ban,2,4.0,56.44,Medium,0.28200000000000003,Improved,25.04,0.4564696485623003,45.646964856230035,10-15h,Moderate,10-15h,Balanced
129567,Humanities,Junior,2.801,3.44,Debugging/Troubleshooting,Intermediate,4,True,7.14,1,Strict_Ban,4,3.003,52.0,Low,0.20199999999999996,Improved,10.58,0.32514177693761814,32.514177693761816,2-5h,Low,5-10h,Balanced
129568,Humanities,Senior,3.546,4.2,Copywriting/Drafting,Advanced,3,False,12.01,1,Strict_Ban,2,3.568,100.0,Low,0.02200000000000024,Stable,16.21,0.2590993214065392,25.90993214065392,2-5h,Low,10-15h,Balanced
129569,STEM,Sophomore,2.908,0.25,Debugging/Troubleshooting,Intermediate,3,True,12.67,4,Allowed_With_Citation,4,3.013,74.84,Low,0.10499999999999998,Improved,12.92,0.01934984520123839,1.9349845201238391,0-2h,Very Low,10-15h,Mostly Traditional
129570,STEM,Junior,3.591,2.76,Debugging/Troubleshooting,Advanced,3,False,9.97,2,Actively_Encouraged,1,4.0,87.78,Low,0.4089999999999998,Improved,12.73,0.21681068342498033,21.681068342498033,2-5h,Low,5-10h,Mostly Traditional
129571,Humanities,Junior,2.081,0.21,Ideation,Beginner,3,True,15.61,1,Strict_Ban,2,2.32,53.11,Low,0.23899999999999988,Improved,15.82,0.01327433628318584,1.3274336283185841,0-2h,Very Low,15-20h,Mostly Traditional
129572,Medical,Senior,1.927,13.72,Direct_Answer_Generation,Advanced,5,False,13.23,4,Allowed_With_Citation,5,2.12,72.33,High,0.19300000000000006,Improved,26.950000000000003,0.509090909090909,50.90909090909091,10-15h,Moderate,10-15h,AI-Heavy
129573,Business,Junior,2.472,2.64,Debugging/Troubleshooting,Intermediate,2,True,4.87,3,Allowed_With_Citation,1,2.605,52.07,Medium,0.133,Improved,7.51,0.3515312916111851,35.153129161118514,2-5h,Low,0-5h,Balanced
129574,Business,Freshman,2.749,2.76,Ideation,Intermediate,4,False,10.63,4,Strict_Ban,4,3.203,71.7,Medium,0.45399999999999974,Improved,13.39,0.20612397311426436,20.612397311426438,2-5h,Low,10-15h,Mostly Traditional
129575,Humanities,Graduate,2.691,1.18,Copywriting/Drafting,Beginner,1,True,8.98,1,Actively_Encouraged,4,2.997,88.89,Medium,0.30600000000000005,Improved,10.16,0.11614173228346455,11.614173228346456,0-2h,Very Low,5-10h,Mostly Traditional
129576,Business,Graduate,3.134,10.59,Ideation,Beginner,2,False,18.02,3,Actively_Encouraged,4,3.71,74.76,Low,0.5760000000000001,Improved,28.61,0.37015029709891645,37.01502970989164,10-15h,Moderate,15-20h,Balanced
129577,Medical,Junior,2.469,7.78,Summarizing_Reading,Beginner,2,False,6.87,2,Allowed_With_Citation,1,2.609,73.88,Medium,0.14000000000000012,Improved,14.65,0.5310580204778157,53.105802047781566,5-10h,Moderate,5-10h,AI-Heavy
129578,Business,Senior,2.845,4.47,Ideation,Advanced,3,False,6.46,3,Strict_Ban,7,3.011,78.89,Low,0.16599999999999993,Improved,10.93,0.4089661482159195,40.896614821591946,2-5h,Low,5-10h,Balanced
129579,STEM,Freshman,3.68,1.13,Debugging/Troubleshooting,Intermediate,2,False,18.49,1,Strict_Ban,4,3.678,36.09,Medium,-0.002000000000000224,Stable,19.619999999999997,0.05759429153924567,5.759429153924566,0-2h,Very Low,15-20h,Mostly Traditional
129580,Humanities,Freshman,2.417,1.35,Direct_Answer_Generation,Advanced,4,False,11.26,5,Allowed_With_Citation,5,2.675,60.88,Medium,0.258,Improved,12.61,0.10705789056304521,10.705789056304521,0-2h,Very Low,10-15h,Mostly Traditional
129581,Medical,Senior,3.689,2.4,Summarizing_Reading,Advanced,5,False,15.23,2,Allowed_With_Citation,3,4.0,72.56,Low,0.31099999999999994,Improved,17.63,0.13613159387407828,13.613159387407828,2-5h,Low,15-20h,Mostly Traditional
129582,Humanities,Freshman,2.868,17.01,Ideation,Advanced,4,True,8.01,5,Actively_Encouraged,8,3.129,69.99,Low,0.2610000000000001,Improved,25.020000000000003,0.6798561151079137,67.98561151079137,15h+,Very High,5-10h,AI-Heavy
129583,Business,Freshman,3.632,9.39,Copywriting/Drafting,Intermediate,4,False,13.02,2,Allowed_With_Citation,3,3.863,70.81,Medium,0.23099999999999987,Improved,22.41,0.4190093708165998,41.900937081659976,5-10h,Moderate,10-15h,Balanced
129584,STEM,Junior,2.634,9.64,Copywriting/Drafting,Advanced,4,True,1.64,2,Allowed_With_Citation,6,2.675,72.73,Medium,0.040999999999999925,Stable,11.280000000000001,0.8546099290780141,85.46099290780141,5-10h,Moderate,0-5h,AI-Heavy
129585,STEM,Freshman,3.709,5.75,Debugging/Troubleshooting,Intermediate,3,False,12.79,4,Allowed_With_Citation,3,3.871,67.4,Medium,0.16199999999999992,Improved,18.54,0.31014023732470336,31.014023732470335,5-10h,Moderate,10-15h,Balanced
129586,Medical,Freshman,3.52,5.48,Summarizing_Reading,Advanced,3,True,17.71,3,Allowed_With_Citation,4,3.533,68.52,Medium,0.0129999999999999,Stable,23.19,0.2363087537731781,23.63087537731781,5-10h,Moderate,15-20h,Mostly Traditional
129587,Humanities,Freshman,2.937,5.36,Copywriting/Drafting,Intermediate,2,False,13.21,5,Strict_Ban,2,3.215,79.32,Medium,0.278,Improved,18.57,0.2886375875067313,28.863758750673128,5-10h,Moderate,10-15h,Balanced
129588,Humanities,Junior,3.061,4.51,Copywriting/Drafting,Intermediate,4,False,15.01,3,Strict_Ban,3,3.282,86.14,Low,0.22100000000000009,Improved,19.52,0.2310450819672131,23.10450819672131,2-5h,Low,15-20h,Mostly Traditional
129589,Humanities,Senior,3.051,3.91,Copywriting/Drafting,Beginner,1,True,16.34,1,Allowed_With_Citation,1,3.51,76.62,Medium,0.45899999999999963,Improved,20.25,0.19308641975308644,19.308641975308642,2-5h,Low,15-20h,Mostly Traditional
129590,Medical,Freshman,3.426,3.64,Direct_Answer_Generation,Intermediate,2,True,18.55,3,Actively_Encouraged,3,3.673,93.52,Medium,0.2469999999999999,Improved,22.19,0.1640378548895899,16.40378548895899,2-5h,Low,15-20h,Mostly Traditional
129591,STEM,Junior,3.896,14.5,Debugging/Troubleshooting,Beginner,1,False,1.32,6,Allowed_With_Citation,6,3.878,79.04,Medium,-0.017999999999999794,Stable,15.82,0.9165613147914032,91.65613147914033,10-15h,Moderate,0-5h,AI-Heavy
129592,Arts,Freshman,3.148,15.33,Debugging/Troubleshooting,Advanced,5,False,10.28,4,Allowed_With_Citation,1,3.49,87.49,Medium,0.3420000000000001,Improved,25.61,0.5985942991019133,59.85942991019133,15h+,Very High,10-15h,AI-Heavy
129593,Humanities,Sophomore,3.578,0.93,Copywriting/Drafting,Advanced,5,False,19.68,1,Allowed_With_Citation,2,3.76,72.33,Low,0.18199999999999994,Improved,20.61,0.04512372634643377,4.512372634643377,0-2h,Very Low,15-20h,Mostly Traditional
129594,Arts,Freshman,3.314,3.79,Copywriting/Drafting,Beginner,2,False,4.42,2,Allowed_With_Citation,4,3.272,72.57,Low,-0.04200000000000026,Stable,8.21,0.4616321559074299,46.16321559074299,2-5h,Low,0-5h,Balanced
129595,Medical,Freshman,3.612,6.46,Summarizing_Reading,Intermediate,3,False,10.08,5,Actively_Encouraged,1,3.954,56.98,Low,0.3420000000000001,Improved,16.54,0.3905683192261185,39.05683192261185,5-10h,Moderate,10-15h,Balanced
129596,Humanities,Sophomore,2.435,1.57,Copywriting/Drafting,Beginner,2,True,9.98,3,Allowed_With_Citation,4,2.159,55.11,Medium,-0.27600000000000025,Declined,11.55,0.13593073593073593,13.593073593073592,0-2h,Very Low,5-10h,Mostly Traditional
129597,STEM,Senior,3.526,12.36,Debugging/Troubleshooting,Beginner,2,True,14.27,3,Actively_Encouraged,7,3.677,67.59,Low,0.15100000000000025,Improved,26.63,0.4641381900112655,46.41381900112655,10-15h,Moderate,10-15h,Balanced
129598,STEM,Graduate,3.404,1.15,Ideation,Beginner,3,False,3.71,1,Actively_Encouraged,2,3.759,87.31,Low,0.355,Improved,4.859999999999999,0.2366255144032922,23.662551440329217,0-2h,Very Low,0-5h,Mostly Traditional
129599,Arts,Senior,3.202,2.03,Summarizing_Reading,Intermediate,1,False,8.17,4,Allowed_With_Citation,3,3.516,85.19,Low,0.31400000000000006,Improved,10.2,0.19901960784313724,19.901960784313726,2-5h,Low,5-10h,Mostly Traditional
129600,STEM,Freshman,3.124,0.47,Summarizing_Reading,Advanced,5,True,13.01,2,Strict_Ban,3,3.165,73.97,Low,0.040999999999999925,Stable,13.48,0.03486646884272997,3.4866468842729965,0-2h,Very Low,10-15h,Mostly Traditional
129601,STEM,Junior,3.177,12.9,Debugging/Troubleshooting,Advanced,3,True,8.79,5,Strict_Ban,6,3.473,92.93,High,0.2959999999999998,Improved,21.689999999999998,0.5947441217150762,59.474412171507616,10-15h,Moderate,5-10h,AI-Heavy
129602,STEM,Senior,3.231,28.31,Copywriting/Drafting,Advanced,4,False,12.45,10,Allowed_With_Citation,8,3.549,89.0,High,0.31800000000000006,Improved,40.76,0.6945534838076546,69.45534838076546,15h+,Very High,10-15h,AI-Heavy
129603,Humanities,Freshman,2.471,15.34,Direct_Answer_Generation,Advanced,3,False,18.5,4,Actively_Encouraged,5,2.419,83.93,High,-0.052000000000000046,Declined,33.84,0.45330969267139476,45.33096926713947,15h+,Very High,15-20h,Balanced
129604,STEM,Sophomore,3.534,0.05,Debugging/Troubleshooting,Advanced,5,False,19.86,4,Actively_Encouraged,3,3.984,89.53,Low,0.4500000000000002,Improved,19.91,0.0025113008538422904,0.25113008538422904,0-2h,Very Low,15-20h,Mostly Traditional
129605,Arts,Junior,3.551,2.54,Ideation,Advanced,3,False,9.5,2,Allowed_With_Citation,6,3.99,78.44,Medium,0.43900000000000006,Improved,12.04,0.21096345514950168,21.09634551495017,2-5h,Low,5-10h,Mostly Traditional
129606,Arts,Sophomore,2.612,1.77,Copywriting/Drafting,Advanced,3,False,21.14,2,Actively_Encouraged,7,2.886,87.7,High,0.274,Improved,22.91,0.0772588389349629,7.72588389349629,0-2h,Very Low,20h+,Mostly Traditional
129607,Humanities,Junior,2.444,1.35,Copywriting/Drafting,Intermediate,2,False,12.78,1,Actively_Encouraged,6,2.564,79.39,Medium,0.1200000000000001,Improved,14.129999999999999,0.09554140127388536,9.554140127388536,0-2h,Very Low,10-15h,Mostly Traditional
129608,Business,Freshman,3.613,1.08,Direct_Answer_Generation,Advanced,3,False,3.94,3,Actively_Encouraged,5,3.801,75.64,High,0.18800000000000017,Improved,5.02,0.21513944223107573,21.513944223107572,0-2h,Very Low,0-5h,Mostly Traditional
129609,Business,Junior,2.994,2.84,Ideation,Intermediate,3,True,16.77,2,Allowed_With_Citation,2,3.374,74.63,Medium,0.3799999999999999,Improved,19.61,0.14482406935237124,14.482406935237124,2-5h,Low,15-20h,Mostly Traditional
129610,Business,Senior,2.745,0.43,Summarizing_Reading,Intermediate,2,True,15.61,1,Allowed_With_Citation,3,3.243,75.51,Low,0.4979999999999998,Improved,16.04,0.026807980049875314,2.6807980049875315,0-2h,Very Low,15-20h,Mostly Traditional
129611,Business,Junior,3.762,4.74,Summarizing_Reading,Beginner,3,False,18.66,3,Allowed_With_Citation,6,4.0,81.46,Medium,0.238,Improved,23.4,0.2025641025641026,20.25641025641026,2-5h,Low,15-20h,Mostly Traditional
129612,Business,Freshman,1.888,3.59,Ideation,Advanced,3,True,1.0,3,Allowed_With_Citation,3,1.919,63.17,Medium,0.03100000000000014,Stable,4.59,0.7821350762527233,78.21350762527233,2-5h,Low,0-5h,AI-Heavy
129613,Business,Senior,2.094,1.22,Ideation,Intermediate,1,False,11.01,4,Actively_Encouraged,5,2.335,79.12,Medium,0.2410000000000001,Improved,12.23,0.09975470155355683,9.975470155355683,0-2h,Very Low,10-15h,Mostly Traditional
129614,Business,Sophomore,3.139,12.11,Ideation,Intermediate,4,False,6.08,4,Actively_Encouraged,6,3.292,88.5,Medium,0.15300000000000002,Improved,18.189999999999998,0.6657504123144585,66.57504123144585,10-15h,Moderate,5-10h,AI-Heavy
129615,Humanities,Junior,3.9,19.42,Ideation,Beginner,2,True,1.8,5,Allowed_With_Citation,3,4.0,75.33,High,0.10000000000000009,Improved,21.220000000000002,0.9151743638077285,91.51743638077285,15h+,Very High,0-5h,AI-Heavy
129616,Humanities,Sophomore,2.826,0.72,Copywriting/Drafting,Intermediate,3,True,11.67,4,Allowed_With_Citation,4,3.035,88.06,Medium,0.20900000000000007,Improved,12.39,0.058111380145278446,5.811138014527844,0-2h,Very Low,10-15h,Mostly Traditional
129617,STEM,Sophomore,2.374,22.54,Copywriting/Drafting,Advanced,4,True,17.86,4,Allowed_With_Citation,6,2.846,77.12,High,0.472,Improved,40.4,0.557920792079208,55.7920792079208,15h+,Very High,15-20h,AI-Heavy
129618,Business,Junior,2.549,5.04,Ideation,Beginner,2,False,8.11,2,Allowed_With_Citation,7,2.899,48.61,High,0.3500000000000001,Improved,13.149999999999999,0.3832699619771864,38.326996197718636,5-10h,Moderate,5-10h,Balanced
129619,Humanities,Freshman,2.874,4.1,Direct_Answer_Generation,Beginner,3,True,6.73,1,Actively_Encouraged,4,3.136,72.37,Low,0.262,Improved,10.83,0.3785780240073868,37.857802400738684,2-5h,Low,5-10h,Balanced
129620,Business,Senior,3.953,26.79,Debugging/Troubleshooting,Intermediate,4,True,6.95,6,Allowed_With_Citation,4,4.0,69.85,Medium,0.04700000000000015,Stable,33.74,0.7940130409010077,79.40130409010077,15h+,Very High,5-10h,AI-Heavy
129621,Humanities,Junior,3.604,1.06,Copywriting/Drafting,Beginner,2,True,6.3,3,Allowed_With_Citation,8,3.623,87.19,Medium,0.019000000000000128,Stable,7.359999999999999,0.1440217391304348,14.40217391304348,0-2h,Very Low,5-10h,Mostly Traditional
129622,Arts,Graduate,3.703,0.41,Ideation,Advanced,3,True,15.65,3,Allowed_With_Citation,2,3.941,88.75,Medium,0.238,Improved,16.06,0.025529265255292654,2.5529265255292652,0-2h,Very Low,15-20h,Mostly Traditional
129623,STEM,Graduate,2.674,10.68,Debugging/Troubleshooting,Intermediate,2,True,15.54,4,Actively_Encouraged,5,2.952,70.95,High,0.278,Improved,26.22,0.4073226544622426,40.73226544622426,10-15h,Moderate,15-20h,Balanced
129624,Business,Sophomore,2.741,4.31,Copywriting/Drafting,Intermediate,4,False,8.81,3,Allowed_With_Citation,3,2.825,66.42,Medium,0.08400000000000007,Improved,13.120000000000001,0.32850609756097554,32.850609756097555,2-5h,Low,5-10h,Balanced
129625,Business,Freshman,3.749,7.38,Debugging/Troubleshooting,Beginner,3,False,7.93,4,Allowed_With_Citation,4,3.843,69.64,Low,0.09399999999999986,Improved,15.309999999999999,0.4820378837361202,48.20378837361202,5-10h,Moderate,5-10h,Balanced
129626,Humanities,Junior,2.868,1.44,Ideation,Beginner,2,False,11.36,2,Allowed_With_Citation,5,2.973,64.31,High,0.10499999999999998,Improved,12.799999999999999,0.1125,11.25,0-2h,Very Low,10-15h,Mostly Traditional
129627,Humanities,Sophomore,3.305,7.42,Debugging/Troubleshooting,Advanced,4,False,10.2,5,Allowed_With_Citation,5,3.681,100.0,Medium,0.3759999999999999,Improved,17.619999999999997,0.42111237230419984,42.11123723041999,5-10h,Moderate,10-15h,Balanced
129628,Arts,Junior,3.476,8.91,Copywriting/Drafting,Beginner,1,False,4.65,3,Actively_Encouraged,6,3.955,68.54,High,0.4790000000000001,Improved,13.56,0.6570796460176991,65.7079646017699,5-10h,Moderate,0-5h,AI-Heavy
129629,STEM,Sophomore,3.639,7.53,Debugging/Troubleshooting,Advanced,5,False,17.47,1,Allowed_With_Citation,1,3.912,77.05,Medium,0.27300000000000013,Improved,25.0,0.3012,30.12,5-10h,Moderate,15-20h,Balanced
129630,Medical,Junior,3.341,0.16,Direct_Answer_Generation,Beginner,2,True,7.44,2,Allowed_With_Citation,5,3.526,49.09,Low,0.1849999999999996,Improved,7.6000000000000005,0.021052631578947368,2.1052631578947367,0-2h,Very Low,5-10h,Mostly Traditional
129631,Medical,Junior,3.153,2.23,Summarizing_Reading,Beginner,3,True,8.24,3,Actively_Encouraged,1,3.192,60.58,Low,0.039000000000000146,Stable,10.47,0.21298949379178603,21.2989493791786,2-5h,Low,5-10h,Mostly Traditional
